Slope,rep,Topo,Aspect,current.year,start.year,cage,caged,severity,bank,germination,earlydeath,reproductive,percent,previous,totalseeds,avgseeds,proportionseeded,sdays,daysseeding,finalseedbank,ph,ec,som,nitrogen,carbon,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar
gentle,4,South Gentle,south,3,2,none,No Cage,No Herbivory,31,0,0,0,0,no,0,0,,,,31,5.94,39.65,1.905,0.080843045,1.1533976,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,4,South Gentle,south,3,2,big,Caged,No Herbivory,27,1,1,0,3.703703704,no,0,0,0,,,26,5.88,19.75,2.295,0.079195345,1.0552516,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,4,South Gentle,south,3,2,small,Caged,No Herbivory,30,1,1,0,3.333333333,no,0,0,0,,,29,5.465,33.75,2.375,0.0195615,0.5656115,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,5,South Gentle,south,3,2,none,No Cage,No Herbivory,35,0,0,0,0,no,0,0,,,,35,5.38,25.55,2.855,0,0.5956499,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,5,South Gentle,south,3,2,big,Caged,No Herbivory,32,1,1,0,3.125,no,0,0,0,,,31,5.555,23.95,1.2,0.02659348,0.5780991,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,5,South Gentle,south,3,2,small,Caged,No Herbivory,47,1,1,0,2.127659574,yes,0,0,0,,,46,6.01,21.3,3.43,0.048114535,0.42993585,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,6,South Gentle,south,3,2,none,No Cage,No Herbivory,71,0,0,0,0,yes,0,0,,,,71,5.955,57.95,2.84,0.051315255,0.4244537,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,6,South Gentle,south,3,2,big,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,6.03,16.55,1.93,0.044332955,0.4225639,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,6,South Gentle,south,3,2,small,Caged,No Herbivory,33,0,0,0,0,no,0,0,,,,33,5.475,30.7,1.5555,0.029418635,0.53300175,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,4,South Steep,south,3,2,none,No Cage,No Herbivory,28,0,0,0,0,no,0,0,,,,28,6.8,34.85,2.345,0.016962155,1.06648055,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,4,South Steep,south,3,2,big,Caged,Mild,25,1,0,1,4,no,26,26,100,40,29,50,5.99,32.8,2.95,0.039004985,0.5322551,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,4,South Steep,south,3,2,small,Caged,Mild,27,1,0,1,3.703703704,no,41,41,100,26,43,67,6.335,66.35,3.31,0.052005475,0.3698053,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,5,South Steep,south,3,2,none,No Cage,No Herbivory,40,0,0,0,0,no,0,0,,,,40,6.395,18.5,2.05,0.05563932,0.3601587,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,5,South Steep,south,3,2,big,Caged,Mild,32,2,1,1,6.25,yes,135,135,50,55,49,165,6.45,34.05,2.84,0.05428337,0.62390005,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,5,South Steep,south,3,2,small,Caged,No Herbivory,36,0,0,0,0,no,0,0,,,,36,5.505,56.05,5.545,0,0.8642285,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,6,South Steep,south,3,2,none,No Cage,No Herbivory,25,0,0,0,0,no,0,0,,,,25,7.05,16.25,2.58,0.03024732,0.13758615,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,6,South Steep,south,3,2,big,Caged,Mild,36,2,1,1,5.555555556,no,113,113,50,40,29,147,6.295,26.9,3.415,0.04098806,0.29874805,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,6,South Steep,south,3,2,small,Caged,No Herbivory,29,0,0,0,0,no,0,0,,,,29,6.905,16.8,3.605,0.033586855,0.122796,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,North Steep,north,3,2,none,No Cage,Severe,35,1,1,0,2.857142857,yes,0,0,0,,,34,6.29,15.95,2.665,0.03640489,0.2277488,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,North Steep,north,3,2,big,Caged,Mild,54,5,3,2,9.259259259,yes,245,122.5,40,40,53.5,294,6.145,21.75,5.545,0.044625775,0.7734109,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,1,North Steep,north,3,2,small,Caged,Mild,171,10,1,9,5.847953216,yes,822,91.33333333,90,47.66666667,34.44444444,983,5.51,29.55,7.945,0.031090675,0.57696615,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,North Steep,north,3,2,none,No Cage,No Herbivory,37,0,0,0,0,no,0,0,,,,37,5.515,42.7,8.39,0,1.417365,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,North Steep,north,3,2,big,Caged,Severe,175,6,4,2,3.428571429,yes,41,20.5,33.33333333,47.5,21.5,210,5.385,37.85,7.11,0,0.7806928,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,2,North Steep,north,3,2,small,Caged,Mild,34,2,0,2,5.882352941,yes,109,54.5,100,62,31.5,141,5.625,37.95,8.635,0,1.266846,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,North Steep,north,3,2,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,5.565,32.65,3.605,0,0.52013245,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,North Steep,north,3,2,big,Caged,Mild,37,3,2,1,8.108108108,no,43,43,33.33333333,69,49,77,5.57,38.7,6.995,0.06428302,0.8171943,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
steep,3,North Steep,north,3,2,small,Caged,No Herbivory,28,0,0,0,0,no,0,0,,,,28,6.785,31.55,6.4,0.04034082,1.5241305,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,4,No.aspect Swale,no.aspect,3,2,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.175,32.2,2.545,0.024426855,0.76217225,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,4,No.aspect Swale,no.aspect,3,2,big,Caged,No Herbivory,59,1,1,0,1.694915254,yes,0,0,0,,,58,6.38,28.1,2.07,0.055314835,0.5421546,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,4,No.aspect Swale,no.aspect,3,2,small,Caged,Severe,27,1,0,1,3.703703704,no,68,68,100,40,43,94,6.69,35.1,2.915,0.061559985,0.54151915,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,5,No.aspect Swale,no.aspect,3,2,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.07,42.75,2.867,0.032717105,0.7005486,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,5,No.aspect Swale,no.aspect,3,2,big,Caged,Severe,32,1,0,1,3.125,no,3,3,100,104,14,34,6.25,26.75,4.731,0.0408588,1.25105595,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,5,No.aspect Swale,no.aspect,3,2,small,Caged,Mild,89,13,3,10,14.60674157,yes,532,53.2,76.92307692,49.5,30.4,608,6.775,20.75,2.575,0.052427105,0.468903,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,6,No.aspect Swale,no.aspect,3,2,none,No Cage,No Herbivory,35,0,0,0,0,no,0,0,,,,35,6.815,30.9,2.1955,0.076410345,0.65390695,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,6,No.aspect Swale,no.aspect,3,2,big,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,5.375,46.95,1.8165,0,0.6073881,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
swale,6,No.aspect Swale,no.aspect,3,2,small,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,7.415,32.8,1.85,0.063681345,0.4955881,39.495,216.726,229.417,31.727,31.983,35.3,584.648,2940,94.8,2965,91.6,2893,103.3,5886,189.87,7187,239.4,7897,254.7,29768
gentle,4,South Gentle,south,4,2,none,No Cage,No Herbivory,31,0,0,0,0,no,0,0,,,,31,5.94,39.65,1.905,0.080843045,1.1533976,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,4,South Gentle,south,4,2,big,Caged,No Herbivory,26,0,0,0,0,no,0,0,,,,26,5.88,19.75,2.295,0.079195345,1.0552516,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,4,South Gentle,south,4,2,small,Caged,No Herbivory,29,0,0,0,0,no,0,0,,,,29,5.465,33.75,2.375,0.0195615,0.5656115,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,5,South Gentle,south,4,2,none,No Cage,No Herbivory,35,0,0,0,0,no,0,0,,,,35,5.38,25.55,2.855,0,0.5956499,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,5,South Gentle,south,4,2,big,Caged,No Herbivory,31,0,0,0,0,no,0,0,,,,31,5.555,23.95,1.2,0.02659348,0.5780991,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,5,South Gentle,south,4,2,small,Caged,No Herbivory,46,0,0,0,0,yes,0,0,,,,46,6.01,21.3,3.43,0.048114535,0.42993585,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,6,South Gentle,south,4,2,none,No Cage,No Herbivory,71,0,0,0,0,yes,0,0,,,,71,5.955,57.95,2.84,0.051315255,0.4244537,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,6,South Gentle,south,4,2,big,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,6.03,16.55,1.93,0.044332955,0.4225639,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
gentle,6,South Gentle,south,4,2,small,Caged,No Herbivory,33,0,0,0,0,no,0,0,,,,33,5.475,30.7,1.5555,0.029418635,0.53300175,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,4,South Steep,south,4,2,none,No Cage,No Herbivory,28,0,0,0,0,no,0,0,,,,28,6.8,34.85,2.345,0.016962155,1.06648055,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,4,South Steep,south,4,2,big,Caged,No Herbivory,24,2,2,0,8.333333333,yes,0,0,0,,,22,5.99,32.8,2.95,0.039004985,0.5322551,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,4,South Steep,south,4,2,small,Caged,Mild,26,1,0,1,3.846153846,yes,49,49,100,77,27,74,6.335,66.35,3.31,0.052005475,0.3698053,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,5,South Steep,south,4,2,none,No Cage,No Herbivory,40,0,0,0,0,no,0,0,,,,40,6.395,18.5,2.05,0.05563932,0.3601587,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,5,South Steep,south,4,2,big,Caged,Mild,30,3,0,3,10,yes,119,39.66667,100,34,28,146,6.45,34.05,2.84,0.05428337,0.62390005,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,5,South Steep,south,4,2,small,Caged,No Herbivory,36,0,0,0,0,no,0,0,,,,36,5.505,56.05,5.545,0,0.8642285,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,6,South Steep,south,4,2,none,No Cage,No Herbivory,25,0,0,0,0,no,0,0,,,,25,7.05,16.25,2.58,0.03024732,0.13758615,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,6,South Steep,south,4,2,big,Caged,No Herbivory,34,0,0,0,0,yes,0,0,,,,34,6.295,26.9,3.415,0.04098806,0.29874805,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,6,South Steep,south,4,2,small,Caged,No Herbivory,29,0,0,0,0,no,0,0,,,,29,6.905,16.8,3.605,0.033586855,0.122796,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,North Steep,north,4,2,none,No Cage,No Herbivory,34,1,1,0,2.941176471,yes,0,0,0,,,33,6.29,15.95,2.665,0.03640489,0.2277488,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,North Steep,north,4,2,big,Caged,No Herbivory,49,0,0,0,0,yes,0,0,,,,49,6.145,21.75,5.545,0.044625775,0.7734109,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,1,North Steep,north,4,2,small,Caged,Severe,161,2,1,1,1.242236025,yes,10,10,50,62,28,169,5.51,29.55,7.945,0.031090675,0.57696615,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,North Steep,north,4,2,none,No Cage,No Herbivory,37,0,0,0,0,no,0,0,,,,37,5.515,42.7,8.39,0,1.417365,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,North Steep,north,4,2,big,Caged,No Herbivory,169,1,1,0,0.591715976,yes,0,0,0,,,168,5.385,37.85,7.11,0,0.7806928,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,2,North Steep,north,4,2,small,Caged,No Herbivory,32,0,0,0,0,yes,0,0,,,,32,5.625,37.95,8.635,0,1.266846,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,North Steep,north,4,2,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,5.565,32.65,3.605,0,0.52013245,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,North Steep,north,4,2,big,Caged,No Herbivory,34,0,0,0,0,yes,0,0,,,,34,5.57,38.7,6.995,0.06428302,0.8171943,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
steep,3,North Steep,north,4,2,small,Caged,No Herbivory,28,0,0,0,0,no,0,0,,,,28,6.785,31.55,6.4,0.04034082,1.5241305,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,4,No.aspect Swale,no.aspect,4,2,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.175,32.2,2.545,0.024426855,0.76217225,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,4,No.aspect Swale,no.aspect,4,2,big,Caged,No Herbivory,58,0,0,0,0,yes,0,0,0,,,58,6.38,28.1,2.07,0.055314835,0.5421546,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,4,No.aspect Swale,no.aspect,4,2,small,Caged,No Herbivory,26,0,0,0,0,yes,0,0,,,,26,6.69,35.1,2.915,0.061559985,0.54151915,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,5,No.aspect Swale,no.aspect,4,2,none,No Cage,No Herbivory,39,0,0,0,0,no,0,0,,,,39,6.07,42.75,2.867,0.032717105,0.7005486,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,5,No.aspect Swale,no.aspect,4,2,big,Caged,No Herbivory,31,0,0,0,0,yes,0,0,,,,31,6.25,26.75,4.731,0.0408588,1.25105595,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,5,No.aspect Swale,no.aspect,4,2,small,Caged,Mild,76,49,43,6,64.47368421,yes,383,76.6,12.24489796,105.3,20.5,410,6.775,20.75,2.575,0.052427105,0.468903,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,6,No.aspect Swale,no.aspect,4,2,none,No Cage,No Herbivory,35,0,0,0,0,no,0,0,,,,35,6.815,30.9,2.1955,0.076410345,0.65390695,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,6,No.aspect Swale,no.aspect,4,2,big,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,5.375,46.95,1.8165,0,0.6073881,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
swale,6,No.aspect Swale,no.aspect,4,2,small,Caged,No Herbivory,35,0,0,0,0,no,0,0,,,,35,7.415,32.8,1.85,0.063681345,0.4955881,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102
