id,Slope,rep,Topo,Aspect,Scarification,cage,Eaten,Herbivory,Severity,seedpods,ph,ec,som,nitrogen,carbon,germ,death,flowerday,seedday,age,day.to.flower,day.to.seed,year,Caged,previous,daysseeding,decrain,janrain,febrain,marchrain,aprilrain,mayrain,totalrain,decsolar,avgdecsolar,jansolar,avgjansolar,febsolar,avgfebsolar,marchsolar,avgmarchsolar,aprilsolar,avgaprilsolar,maysolar,avgmaysolar,totalsolar,avgleafherb,totalleafherb,seedherb,totalseedherb,totalherb
75,swale,5,No.aspect Swale,no aspect,unscarified,Small,no,0,none,0,NA,NA,NA,NA,NA,3/4/2018,5/5/2018,NA,NA,62,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
76,swale,5,No.aspect Swale,no aspect,unscarified,Small,yes,2,mild,0,NA,NA,NA,NA,NA,3/4/2018,4/15/2018,NA,NA,42,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
77,swale,5,No.aspect Swale,no aspect,unscarified,Small,yes,2,mild,0,NA,NA,NA,NA,NA,3/4/2018,4/15/2018,NA,NA,42,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
78,swale,5,No.aspect Swale,no aspect,scarified,Small,yes,2,mild,0,NA,NA,NA,NA,NA,3/4/2018,5/20/2018,NA,NA,77,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
79,steep,5,South Steep,South,scarified,Big,no,0,none,9,NA,NA,NA,NA,NA,3/4/2018,6/2/2018,5/5/2018,5/5/2018,90,62,62,2018,yes,yes,28,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
80,steep,4,South Steep,south,unscarified,small,yes,1,mild,49,NA,NA,NA,NA,NA,3/4/2018,6/16/2018,5/5/2018,5/20/2018,104,62,77,2018,yes,yes,27,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
81,steep,1,North Steep,North,scarified,small,yes,3,severe,10,NA,NA,NA,NA,NA,3/4/2018,6/2/2018,5/5/2018,5/5/2018,90,62,62,2018,yes,yes,28,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
82,steep,1,North Steep,North,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,3/4/2018,5/20/2018,NA,NA,77,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
83,swale,3,No.aspect Swale,no aspect,unscarified,small,no,0,none,4,NA,NA,NA,NA,NA,4/15/2018,6/16/2018,NA,NA,62,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
84,swale,5,No.aspect Swale,no aspect,scarified,small,no,0,none,0,NA,NA,NA,NA,NA,4/15/2018,6/2/2018,NA,NA,48,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
85,Swale,5,No.aspect Swale,no aspect,scarified,Small,no,0,none,0,NA,NA,NA,NA,NA,4/15/2018,5/5/2018,NA,NA,20,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
86,Steep,5,South Steep,South,unscarified,Big,yes,2,mild,50,NA,NA,NA,NA,NA,4/15/2018,6/2/2018,5/5/2018,5/5/2018,48,20,20,2018,yes,yes,28,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
87,Steep,5,South Steep,South,unscarified,Big,yes,2,mild,60,NA,NA,NA,NA,NA,4/15/2018,6/2/2018,5/5/2018,5/5/2018,48,20,20,2018,yes,yes,28,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
88,steep,2,North Steep,North,scarified,Big,no,0,none,0,NA,NA,NA,NA,NA,4/15/2018,5/20/2018,NA,NA,35,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
89,ridge,1,No.aspect Ridge,no aspect,unscarified,small,no,0,none,0,NA,NA,NA,NA,NA,4/15/2018,6/2/2018,NA,NA,48,NA,NA,2018,yes,yes,NA,4.677,81.951,8.286,117.28,19.292,16.755,248.241,3536,114.1,3627,117,4280,152.9,4548,146.7,7304,243.5,7807,251.8,31102,NA,NA,NA,NA,NA
1,gentle,3,South Gentle,south,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
2,gentle,3,South Gentle,south,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
3,gentle,3,South Gentle,south,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
4,gentle,3,South Gentle,south,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
5,gentle,3,South Gentle,south,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
6,gentle,3,South Gentle,south,NA,small,no,NA,none,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,118,144,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
7,swale,3,No.aspect Swale,no aspect,NA,big,yes,NA,moderate,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,89,109,2019,yes,yes,27,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,2,4,0,0,4
8,swale,3,No.aspect Swale,no aspect,NA,big,yes,NA,moderate,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,89,109,2019,yes,yes,53,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,2,2,2,4,6
9,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,89,109,2019,yes,yes,53,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
10,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,109,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
11,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,severe,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,162,2019,yes,yes,19,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,1,3.5,7,8
12,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,mild,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,136,2019,yes,yes,45,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,1,0,0,1
13,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,mild,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,136,2019,yes,yes,14,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,3,3,3
14,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,89,109,2019,yes,yes,11,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
15,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
16,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
17,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
18,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,severe,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,136,2019,yes,yes,45,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,2,3,6,8
19,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
20,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,severe,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,1,3,6,7
21,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,severe,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,109,136,2019,yes,yes,14,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,4,8,8
22,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
23,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
24,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
25,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,136,2019,yes,yes,45,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
26,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
27,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,severe,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,136,2019,yes,yes,45,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,1,4,8,9
28,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
29,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,136,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
30,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
31,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,severe,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,162,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1.666666667,5,3,3,8
32,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,severe,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,109,136,2019,yes,yes,45,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,2,4,4,4,8
33,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
34,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
35,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
36,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
37,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
38,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
39,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
40,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
41,swale,3,No.aspect Swale,no aspect,NA,small,yes,NA,moderate,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,91,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,2,4,1,1,5
42,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
43,swale,3,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
44,swale,4,No.aspect Swale,no aspect,NA,small,no,NA,none,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,136,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
45,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
46,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
47,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,2,0,0,2
48,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,3,3,0,0,3
49,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
50,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,136,2019,yes,yes,14,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,3,3,0,0,3
51,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,2,2,0,0,2
52,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
53,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,109,150,2019,yes,yes,12,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,1,0,0,1
54,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,136,2019,yes,yes,14,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,1,1,0,0,1
55,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
56,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,136,162,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,3,3,0,0,3
57,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
58,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,109,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
59,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,136,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
60,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
61,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,mild,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,109,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,3,3,0,0,3
62,swale,5,No.aspect Swale,no aspect,NA,small,no,NA,none,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,109,150,2019,yes,yes,0,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,0,0,0,0,0
63,swale,5,No.aspect Swale,no aspect,NA,small,yes,NA,moderate,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,NA,2019,yes,yes,NA,19.291,95.424,29.698,43.912,15.487,41.884,245.696,3511,113.2580645,3262,105.2258065,3936,140.5714286,5836,188.2580645,7673,255.7666667,8100,261.2903226,32318,2,4,0,0,4
